text,category,keywords,campaign_id,action,target_gender,target_age_range,target_city,target_state,target_country,target_income_bucket,target_device,cpc,cpa,budget,date_range,time_range
"100 Slots Ring Storage Display Box with Transparent Lid ~ Ring Holder Showcase for Store Display, Jewelry Show & Home ~ Jewelry Tray Organizer (Black)",Home & Kitchen,"home,kitchen,home,storage",1bba15de-9036-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00102,0.0259,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '7:00:00'}"
"5 x 8 inches, 2Mil Clear Reclosable Zip Lock Bags, case of 1,000 GPI Brand",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,p,a,c,k,a,g,i,n,g,,,s,h,i,p,p,i,n,g",a3413034-9034-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00030,0.0528,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
"Mini Duster for Car Air Vent, SENHAI Set of 3 Automotive Air Conditioner Cleaner and Brush, Dust Collector Cleaning Cloth Tool for Keyboard Window Leaves Blinds Shutter",Tools & Hardware,"industrial,scientific,janitorial,sanitation",7d69fff4-9033-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",Jaipur,Rajasthan,India,All,All,0.00035,0.0161,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Jack & Friends Neoprene Kids Backpack/Lunch Kid's Lunch Bag for Preschool | Boy's Backpack (Shark- Small),Home & Kitchen,"luggage,backpacks",485d8d82-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Ahmedabad,Gujrat,India,All,All,0.00101,0.0449,800,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '17:00:00'}"
"PS4 Controller Wireless Cyberpunk Style Dual Shock 4 Sixaxis Gaming Joystick for Playstation 4/PS4 Pro with Led Bar, Multi-Touch Clickable Touch Pad(Purple)",Electronics,"electronics,consoles",60c15e48-9032-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00025,0.0256,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Crucial Vacuum Replacement Belt Parts - Compatible with Hoover Skinny Drive Part # 562289001, AH20065 - Fits Hoover T-Series Non-Stretch Belt Fits Rewind Upright - for Home, Office (1 Pack)",Home & Kitchen,"home,kitchen,vacuums,floor",616803d4-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Bangalore,Karnataka,India,All,Android Mobile,0.00106,0.0519,300,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '17:00:00'}"
"Quantum Storage Systems WR-WMB-4 Post Wall Mount Bracket for Wire Shelving Units, Chrome Finish (Pack of 4)",Tools & Hardware,"industrial,scientific,material,handling",04ef4fea-9031-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00089,0.0125,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Sakkas Border Pattern Layered Reversible Woven Pashmina Shawl Scarf Wrap Stole,Clothing & Accessories,"girl,fashion,accessories",29aae1f4-9032-11f0-b7f6-0e087721c0e9,Update Campaign,M,"{'start': '50', 'end': '60'}",Chennai,Tamil Nadu,India,All,All,0.00101,0.0507,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"aden + anais Dream Blanket, 100% Cotton Muslin, 4 Layer lightweight and breathable, Large 47 X 47 inch, Liam The Brave - Dog",Clothing & Accessories,"baby,nursery",d2fa87dc-9032-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00084,0.0188,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"ZUCA Sport 'Cloud Commando' Limited Edition Insert Bag (Bag Alone, Frames Sold Separately)",Sports & Fitness,"fitness,other,sports,boxing,dancing,martial,fencing,iceskating",9fcf0352-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,Android Mobile,0.00071,0.0240,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
Holstein Parts  2ABS0477 ABS Speed Sensor,Electronics,"electronics,security,surveillance",aed38436-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00019,0.0309,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
Funko POP! Deluxe: Game of Thrones - Cersei Lannister Sitting on Iron Throne,Sports & Fitness,"outdoor,recreation,reation,cycling",611b5e36-9035-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,All,0.00073,0.0445,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '2:00:00'}"
BERING Men's Comfort Cushion Crew Socks Workouts Running Hiking Work (6 Pack),Sports & Fitness,"sports,running,clothing",d126a3ce-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00021,0.0304,300,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '8:00:00'}"
Women Squat Proof Nylon Push Up Yoga Pants Scrunch Booty Butt Lifting Seamless Workout Gym Tights Sport Capri Leggings,Sports & Fitness,"sports,exercise,yoga",ded5bef6-9036-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00110,0.0472,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '3:00:00'}"
Safari Animals Monkey Lion Elephant Giraffe Gift Wrapping Paper -15ft Roll,Arts & Crafts,"arts,crafts,gift,wrapping",e4055b9c-9032-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '30'}",Mumbai,Maharashtra,India,M,All,0.00133,0.0203,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Tobfit 2 Pack Sport Bands Compatible with Fitbit Alta Bands/Alta HR/Ace, Soft TPU Replacement Wristbands for Women Men",Sports & Fitness,"sports,exercise,fitness,technology",8d404c88-9035-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00072,0.0120,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '10:00:00'}"
"Dream On Me / Mia Moda Luna Bella Umbrella Lifestyle Stroller, Browny Ciel",Clothing & Accessories,"baby,travel,gear",07a7f9fc-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Patna,Bihar,India,M,All,0.00135,0.0530,700,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '2:00:00'}"
TOYMYTOY Piggy Bank British Pillar Box Vintage Piggy Bank with High Capacity Coin Money Safe Box Kids Gifts (Telephone Booth),Clothing & Accessories,"baby,gifts",15829820-9037-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00067,0.0304,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '4:00:00'}"
"Digital Pen Multimeter AC DC 600V Voltmeter, 60M Ohm Resistance Meter, with Backlit Screen, Continuity Test Auto Power Off Electric DMM Tester(BTMETER BT-38B)",Tools & Hardware,"tools,home,measuring,layout,tools",8516a99a-9034-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00014,0.0445,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
TOYMYTOY Piggy Bank British Pillar Box Vintage Piggy Bank with High Capacity Coin Money Safe Box Kids Gifts (Telephone Booth),Clothing & Accessories,"baby,gifts",15829820-9037-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00114,0.0077,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '4:00:00'}"
MOONS' NEMA17 Stepper Motor 3D printer 0.63Nm(89oz-in) 2A 2Phase 1.8 degree Bipolar Stepping Motor 48.3mm(1.9in.) 2Stack Smooth Creality Extruder Step Motor (model MS17HD6P4200),Tools & Hardware,"industrial,scientific,manuf,products",d5a44182-9035-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00042,0.0143,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '21:00:00'}"
"Babyganics Ultra Absorbent Baby Diapers, Newborn 32 Count (2 Pack)",Clothing & Accessories,"baby,baby,care",5448d3ee-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00125,0.0160,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '5:00:00'}"
"MJ May 1834-OW-PB/B-5 Velcro Brand, 1"" Wide, One Wrap, Hook One Side/Loop One Side, 5' Length, Orange",Tools & Hardware,"industrial,scientific,lubricants",60dd85aa-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",Hyderabad,Telangana,India,M,iPhone,0.00025,0.0416,700,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '18:00:00'}"
"PUR (Polyurethane) Round Rod, Opaque Amber, 1-1/8"" Diameter, 6"" Length (Pack of 1)",Tools & Hardware,"industrial,scientific,industrial",727f203e-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Windows Computer,0.00111,0.0021,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '4:00:00'}"
Safari Animals Monkey Lion Elephant Giraffe Gift Wrapping Paper -15ft Roll,Arts & Crafts,"arts,crafts,gift,wrapping",e4055b9c-9032-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",Mumbai,Maharashtra,India,M,All,0.00133,0.0203,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"MJ May 1834-OW-PB/B-5 Velcro Brand, 1"" Wide, One Wrap, Hook One Side/Loop One Side, 5' Length, Orange",Tools & Hardware,"industrial,scientific,lubricants",60dd85aa-9037-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '35', 'end': '50'}",Hyderabad,Telangana,India,M,iPhone,0.00025,0.0416,700,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '18:00:00'}"
"LNOOIU Bands Compatible with Fitbit Alta, Replacement for Alta HR Stainless Steel Bands Adjustable Accessory Wristband for Alta Bracelet Women Men Girls Boys (Silver Small)",Sports & Fitness,"sports,exercise,fitness,technology",a02e16d4-9037-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00101,0.0446,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '18:00:00'}"
"Wireless Bluetooth Headphones Magnetic Waterproof Sport Wireless Earbuds, Superior HiFi Bass Stereo with Mic, Ultra Comfort in Ear Headphones Sweatproof, 8 Hrs Play Time Noise Cancelling",Electronics,"electronics,headphones",b91c59c0-9033-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,All,0.00062,0.0379,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Prime-Line C 1045 Sliding Glass Door Handle Set, 6-5/8 in., Diecast, Chrome Plated, Hook Style, Flush Mount, Non-Handed",Tools & Hardware,"industrial,scientific,door,products",2307a448-9034-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00104,0.0322,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"ZUCA Sport 'Cloud Commando' Limited Edition Insert Bag (Bag Alone, Frames Sold Separately)",Sports & Fitness,"fitness,other,sports,boxing,dancing,martial,fencing,iceskating",9fcf0352-9036-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,Android Mobile,0.00071,0.0240,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
RUNNING GIRL Women Butt Lift Seamless Yoga Leggings High Waisted Tummy Control Workout Leggings Compression Skinny Tights,Sports & Fitness,"fitness,clothing",dcb96d42-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00087,0.0313,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '16:00:00'}"
"2-Sided Stainless Steel Foot File by Pure & Merit: [1pc White] Double Sided Foot Care Pedicure Rasp Tools Long Lasting Metal Callus Remover Smooth Handle Foot File Callus Remover, Smoothen Hard Skin",Clothing & Accessories,"beauty,nail,care",ee16abcc-9037-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Coimbatore,Tamil Nadu,India,All,Windows Computer,0.00043,0.0330,700,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '23:00:00'}"
"ToughBuilt - Project Pouch/Hammer Loop - Heavy-duty Construction, Custom Tape Measure Clip, 6 Pockets and Loops, Extreme-duty hammer loop (Patented ClipTech Hub & Belts) (TB-CT-24)",Tools & Hardware,"tools,home,storage,home,organization",fe4d6d00-9037-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,M,All,0.00111,0.0295,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '12:00:00'}"
"Wild Sports Authentic Cornhole Bean Bag (8 Pack), Red & Blue",Sports & Fitness,"fitness,leisure,sports",99edc8ae-9033-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Vadodra,Gujrat,India,All,All,0.00141,0.0091,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
MIRACASE Car Phone Mount Magnetic Phone Holder Dashboard&Windshield Adjustable Vehicle Phone Stand Universal Compatible with iPhone X Xs Max XR 8 Plus 7 6 Samsung Galaxy S10 9 8 Note 9 8 Edge (MM-018),Electronics,"electronics,vehicle",1be6dc02-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Lucknow,Uttar Pradesh,India,All,All,0.00112,0.0049,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '11:00:00'}"
"wall26 - Green Misty Forest Mural - Wall Mural, Removable Sticker, Home Decor - 100x144 inches",Tools & Hardware,"tools,home,paint,walls",2995536a-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00073,0.0482,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '6:00:00'}"
"Zacro Ski Helmet, CE and ASTM Certified Snowboard Helmet Adjustable Size with DetachableLiner, Compatible with Ski Goggles for Skiing, Bonus with a Sport Headwear（M 54-60cm）",Sports & Fitness,"winter,sports,recreation,winter,sports,snowboarding",37743424-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00059,0.0215,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '11:00:00'}"
SEPTLS5078940 - Moldex 8000 Series P100 Filter Disks - 8940,Tools & Hardware,"industrial,scientific,filtration",47b8900a-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",Delhi,Delhi,India,All,All,0.00141,0.0412,300,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '20:00:00'}"
"Garmin 010-12519-10 Fusion Entertainment Stereoactive Worldwide Application AC Power Adaptor, 12V",Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,navigation,electronics",593de4ba-9038-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",Ahmedabad,Gujrat,India,All,All,0.00089,0.0336,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '6:00:00'}"
Red Paper Ribbon Drug Free Pledge Cards (1 Pack - 50 Ribbons),Arts & Crafts,"arts,crafts,gift,wrapping",68796832-9038-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00031,0.0437,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
"aden + anais Dream Blanket, 100% Cotton Muslin, 4 Layer lightweight and breathable, Large 47 X 47 inch, Liam The Brave - Dog",Clothing & Accessories,"baby,nursery",d2fa87dc-9032-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00083,0.0161,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Mikasa W6009 NCAA Women's Water Polo Ball,Sports & Fitness,"team,sports,sports,other,team,sports",86906000-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00017,0.0407,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '13:00:00'}"
"NANW Charger Compatible with Fitbit Charge 3 Charger Stand Dock, 90° Foldable Charger Stand Replacement Charging Cradle Dock Cable Adapter Holder Accessories Compatible with Charger 3 Smartwatch",Electronics,"electronics,wearable,tech",f8a0f7ca-9030-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00075,0.0247,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Wolverine Titan 8-in-1 High Resolution Film to Digital Converter with 4.3"" Screen and HDMI Output",Computer,"computers,scanners",a70b241e-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,M,All,0.00076,0.0369,600,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '20:00:00'}"
"Good Earth Lighting 12-Inch LED Picture Light with Adjustable Mount, Damp Location, Switch Control, 5ft. Cord, Plug-In, 199 Lumens, 3000K, 50,000 Hours of Lamp Life, ETL Listed, Dark Bronze Finish",Home & Kitchen,"home,kitchen,fans",b6d764ca-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00023,0.0591,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '4:00:00'}"
CAMELOT Kids Lined Stirrup Leathers,Sports & Fitness,"team,sports,sports,equestrian,sports",2f8e2aa0-9031-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00091,0.0441,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Iswee Mens Full Grain Genuine Leather Messenger Bag Laptop under 16.5'' Business Briefcase Vintage Shoulder Satchel Bag Flap-Over Man Handbags (Medium Dark Brown),Computer,"computers,laptop,accessories",76b9f022-9030-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00092,0.0114,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Med Spec Ryno Lacer Wrist & Thumb Support, Black Medium Left",Sports & Fitness,"fitness,sports,medicine",e3bdcc04-9038-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00142,0.0189,400,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '6:00:00'}"
"DOWNIGHT Set of 2, Cotton Fabric Throw Pillow Inserts, Down and Feather Decorative Pillow Insert, Please Choose The Correct Size Pillow Inserts, 18X18 Inches.",Home & Kitchen,"home,kitchen,home,decor",9c14d918-9035-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,H,All,0.00147,0.0030,300,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '15:00:00'}"
Pelican 1620 Padded Divider Set,Sports & Fitness,"o,u,t,d,o,o,r,,,s,p,o,r,t,s,,,w,a,t,e,r,,,s,p,o,r,t,s,,,a,t,e,r,,,s,p,o,r,t,s,,,d,i,v,i,n,g",05c41394-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00051,0.0141,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '14:00:00'}"
"Amarine-made Double Ended Metal Snaps Plated Trigger Hooks Clips Snap Key Holder Security (2-Pack，4-5/8"")",Tools & Hardware,"t,o,o,l,s,,,h,o,m,e,,,s,t,o,r,a,g,e,,,h,o,m,e,,,o,r,g,a,n,i,z,a,t,i,o,n",1446f026-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00012,0.0120,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '14:00:00'}"
Ladykin Aqua Exfoliator face scrub - All In One Brightening and Recovery Power Korean Skin Care By BeautyFully,Clothing & Accessories,"beauty,skin,care",ad9695ea-9031-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '35', 'end': '50'}",Delhi,Delhi,India,All,All,0.00016,0.0057,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Sony ICFCS15IP 30-Pin iPod/iPhone Speaker Dock (Black) (Discontinued by Manufacturer),Electronics,"electronics,portable,audio,video",2f203222-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,All,All,0.00103,0.0419,200,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '0:00:00'}"
"Taste of the Wild Rocky Mountain Feline Formula, 5 Pounds",Home & Kitchen,"pets,cats",3dffd626-9039-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,H,All,0.00120,0.0324,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '17:00:00'}"
LEICHR Men's Compression Baselayer Long-Sleeve T-Shirts Tops Cool Dry Workout Shirts for Men,Sports & Fitness,"team,sports,sports,basketball",5d75a080-9034-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,M,All,0.00028,0.0301,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
Mikasa W6009 NCAA Women's Water Polo Ball,Sports & Fitness,"team,sports,sports,other,team,sports",86906000-9038-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00029,0.0109,700,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '13:00:00'}"
"Bottle Pump for Shampoo/Conditioner/Lotion, 1 Liter (33.8 oz), METAL-FREE PATH (rust-free air pumps), Universal Fit (Pack of 2)",Clothing & Accessories,"beauty,tools,accessories",9f21b706-9031-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,H,All,0.00100,0.0560,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Favorit 400113434 coprilibri Maxi Format 36 x 57 Clear, Smooth Finish, Pack of 10)",Tools & Hardware,"industrial,scientific,lubricants",7997f75e-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",Ludhiana,Punjab,India,All,All,0.00136,0.0442,800,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '8:00:00'}"
SÜA Heating Nozzle/Rosebud 8-MFA Replacement for 300 Series Victor Torch Handles. Oxy/Acetylene,Tools & Hardware,"tools,home,welding,soldering",21d62a8c-9033-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00106,0.0233,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '23:00:00', 'end': '0:00:00'}"
"Crucial Vacuum Replacement Belt Parts - Compatible with Hoover Skinny Drive Part # 562289001, AH20065 - Fits Hoover T-Series Non-Stretch Belt Fits Rewind Upright - for Home, Office (1 Pack)",Home & Kitchen,"home,kitchen,vacuums,floor",616803d4-9036-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",Bangalore,Karnataka,India,All,Android Mobile,0.00106,0.0519,300,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '17:00:00'}"
"Baseball Party Favors for 12 - Baseball Soft Stuff Balls (12), Baseball Pencils (12), Baseball Tattoos (72), Baseball Theme Favor Gift Bags and a Happy Birthday Sticker (97 Pieces)",Home & Kitchen,"home,kitchen,event,party",abaebdae-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00053,0.0044,900,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '3:00:00'}"
"Happy Fall Y'all - Basic - Word Stencil - STCL2101 - by StudioR12 … (8"" x 9"")",Arts & Crafts,"a,r,t,s,,,c,r,a,f,t,s,,,s,c,r,a,p,b,o,o,k,i,n,g",b968c9bc-9039-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '35', 'end': '50'}",All,All,India,H,All,0.00143,0.0084,500,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '20:00:00'}"
"Remote Case Cover for Apple TV 4K 4th 5th Gen Remote, Protective Silicone case for New Apple TV 4K 4th 5th Siri Remote Controller, Full Access, Anti-Slip, Shock Proof (Blue Glow)",Electronics,"electronics,video",c9da1148-9039-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00064,0.0553,800,"{'start': '2025-09-13', 'end': '2025-09-14'}","{'start': '0:00:00', 'end': '9:00:00'}"
